motif_DB	motif_ID	seq_ID	FASTA_score	PWM_score	class
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0028490	447	9.77057	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0052557	166	9.69375	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036571	800	8.383	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0013685	339	7.5996	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0261854	1181	7.41707	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0260857	1161	7.34661	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0086254	180	7.33226	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0034390	96	7.24047	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0053926	1087	7.20163	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0003638	273	6.47803	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036833	120	6.30122	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0039804	935	5.91354	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0026570	420	5.88455	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036752	808	5.5377	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0000084	214	5.45777	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036272	778	5.42175	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0033663	654	5.35704	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0053346	1082	5.33987	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0284245	1277	5.2776	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0063649	1098	5.21691	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0042126	980	5.08543	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0085265	1106	5.07542	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0284442	1278	4.95234	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0027596	435	4.90647	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0034860	100	4.88254	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0033659	653	4.87362	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0033905	667	4.7625	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0028468	446	4.7237	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0035815	761	4.70967	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0038257	129	4.70024	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0003567	272	4.44713	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0031936	572	4.32283	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0264907	1232	4.2701	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036742	806	4.18926	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0262508	1190	4.18499	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036066	113	4.15867	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0051809	1038	4.12109	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036986	823	4.10699	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0032078	70	4.09429	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0033438	644	4.08267	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0039625	919	4.06509	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0050085	998	4.02863	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036538	798	4.0179	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0262570	1194	3.99609	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0262516	1191	3.98451	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0261361	1172	3.98451	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0037850	853	3.97291	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0037551	838	3.95143	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0032025	581	3.93432	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036411	789	3.87197	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0264006	1216	3.8644	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0041630	976	3.82653	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0000567	229	3.81607	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0039343	906	3.80424	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0028562	452	3.78011	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0260393	1154	3.73905	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0052594	1060	3.67776	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0052379	1058	3.66729	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0029088	462	3.634	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036765	809	3.62377	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0011297	326	3.59708	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0000261	4	3.56012	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0265413	200	3.54867	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0053126	170	3.54665	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0039748	930	3.53129	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036831	813	3.52705	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0028396	443	3.52482	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0264699	1223	3.51863	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0030271	487	3.493	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0032721	611	3.48722	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0030836	510	3.4859	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0028424	444	3.4602	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0001248	8	3.45583	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0031703	555	3.42907	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0031515	540	3.42475	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0011676	329	3.41378	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0003884	274	3.39702	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0014029	345	3.38033	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0034490	704	3.37109	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0036290	780	3.3707	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0259992	1148	3.36949	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0030816	507	3.36721	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0270926	1268	3.36388	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0011746	333	3.36162	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0034705	709	3.35014	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0051075	155	3.34528	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0038832	888	3.33622	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0030594	497	3.32212	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0030662	501	3.31563	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0039225	136	3.29897	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0039945	945	3.27544	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0043841	150	3.26668	tp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0263507	1213	3.19693	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0030943	512	3.19605	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0040968	971	3.19577	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0000008	210	3.18322	fp
/home/ellora/projects/faxdc2/ame/jaspar_insects.txt	MA0206.1	FBgn0004228	281	3.17695	fp
